frame,time_s,coarse_min,coarse_max,coarse_mean,coarse_nonzero_pct,fine_min,fine_max,fine_mean,fine_nonzero_pct,plume_inflow_avg,plume_mid_avg,plume_wake_avg,total_smoke_mass
207,3.4500,0.0000,1.0000,0.147024,67.04,0.0000,1.0000,0.147024,66.83,1.0000,0.7384,0.2967,2940.48
208,3.4667,0.0000,1.0000,0.147055,67.04,0.0000,1.0000,0.147055,66.83,1.0000,0.7399,0.2966,2941.10
209,3.4833,0.0000,1.0000,0.147084,67.02,0.0000,1.0000,0.147084,66.84,1.0000,0.7412,0.2965,2941.68
210,3.5000,0.0000,1.0000,0.147111,67.02,0.0000,1.0000,0.147111,66.85,1.0000,0.7423,0.2964,2942.21
211,3.5167,0.0000,1.0000,0.147136,67.02,0.0000,1.0000,0.147136,66.85,1.0000,0.7430,0.2962,2942.72
212,3.5333,0.0000,1.0000,0.147160,67.02,0.0000,1.0000,0.147160,66.86,1.0000,0.7434,0.2961,2943.21
213,3.5500,0.0000,1.0000,0.147184,67.02,0.0000,1.0000,0.147184,66.86,1.0000,0.7434,0.2960,2943.68
214,3.5667,0.0000,1.0000,0.147207,67.02,0.0000,1.0000,0.147207,66.86,1.0000,0.7430,0.2958,2944.14
215,3.5833,0.0000,1.0000,0.147230,67.02,0.0000,1.0000,0.147230,66.86,1.0000,0.7422,0.2957,2944.60
216,3.6000,0.0000,1.0000,0.147253,67.06,0.0000,1.0000,0.147253,66.86,1.0000,0.7411,0.2955,2945.07
217,3.6167,0.0000,1.0000,0.147277,67.06,0.0000,1.0000,0.147277,66.86,1.0000,0.7396,0.2954,2945.53
218,3.6333,0.0000,1.0000,0.147299,67.06,0.0000,1.0000,0.147299,66.86,1.0000,0.7377,0.2952,2945.99
219,3.6500,0.0000,1.0000,0.147321,67.06,0.0000,1.0000,0.147321,66.86,1.0000,0.7355,0.2950,2946.42
220,3.6667,0.0000,1.0000,0.147340,67.08,0.0000,1.0000,0.147340,66.86,1.0000,0.7329,0.2948,2946.81
221,3.6833,0.0000,1.0000,0.147357,67.08,0.0000,1.0000,0.147357,66.85,1.0000,0.7300,0.2946,2947.14
222,3.7000,0.0000,1.0000,0.147369,67.08,0.0000,1.0000,0.147369,66.84,1.0000,0.7268,0.2944,2947.39
223,3.7167,0.0000,1.0000,0.147378,67.08,0.0000,1.0000,0.147378,66.84,1.0000,0.7233,0.2941,2947.55
224,3.7333,0.0000,1.0000,0.147381,67.06,0.0000,1.0000,0.147381,66.85,1.0000,0.7194,0.2939,2947.62
225,3.7500,0.0000,1.0000,0.147382,67.04,0.0000,1.0000,0.147382,66.85,1.0000,0.7151,0.2936,2947.64
226,3.7667,0.0000,1.0000,0.147380,67.04,0.0000,1.0000,0.147380,66.85,1.0000,0.7105,0.2933,2947.61
227,3.7833,0.0000,1.0000,0.147377,67.04,0.0000,1.0000,0.147377,66.86,1.0000,0.7056,0.2931,2947.55
228,3.8000,0.0000,1.0000,0.147374,67.04,0.0000,1.0000,0.147374,66.86,1.0000,0.7003,0.2928,2947.48
229,3.8167,0.0000,1.0000,0.147370,67.04,0.0000,1.0000,0.147370,66.86,1.0000,0.6948,0.2925,2947.41
230,3.8333,0.0000,1.0000,0.147366,67.02,0.0000,1.0000,0.147366,66.86,1.0000,0.6890,0.2922,2947.31
231,3.8500,0.0000,1.0000,0.147360,67.02,0.0000,1.0000,0.147360,66.86,1.0000,0.6829,0.2919,2947.20
232,3.8667,0.0000,1.0000,0.147353,67.02,0.0000,1.0000,0.147353,66.87,1.0000,0.6766,0.2916,2947.07
233,3.8833,0.0000,1.0000,0.147346,67.04,0.0000,1.0000,0.147346,66.86,1.0000,0.6702,0.2912,2946.93
234,3.9000,0.0000,1.0000,0.147338,67.08,0.0000,1.0000,0.147338,66.86,1.0000,0.6636,0.2909,2946.77
235,3.9167,0.0000,1.0000,0.147330,67.10,0.0000,1.0000,0.147330,66.86,1.0000,0.6569,0.2906,2946.59
236,3.9333,0.0000,1.0000,0.147320,67.10,0.0000,1.0000,0.147320,66.86,1.0000,0.6502,0.2902,2946.40
237,3.9500,0.0000,1.0000,0.147310,67.12,0.0000,1.0000,0.147310,66.86,1.0000,0.6434,0.2899,2946.20
238,3.9667,0.0000,1.0000,0.147300,67.12,0.0000,1.0000,0.147300,66.87,1.0000,0.6366,0.2896,2946.00
239,3.9833,0.0000,1.0000,0.147290,67.12,0.0000,1.0000,0.147290,66.86,1.0000,0.6298,0.2892,2945.79
240,4.0000,0.0000,1.0000,0.147279,67.12,0.0000,1.0000,0.147279,66.86,1.0000,0.6231,0.2889,2945.58
241,4.0167,0.0000,1.0000,0.147269,67.10,0.0000,1.0000,0.147269,66.86,1.0000,0.6163,0.2885,2945.38
242,4.0333,0.0000,1.0000,0.147258,67.10,0.0000,1.0000,0.147258,66.86,1.0000,0.6097,0.2882,2945.17
243,4.0500,0.0000,1.0000,0.147248,67.10,0.0000,1.0000,0.147248,66.86,1.0000,0.6031,0.2878,2944.96
244,4.0667,0.0000,1.0000,0.147240,67.10,0.0000,1.0000,0.147240,66.87,1.0000,0.5966,0.2875,2944.79
245,4.0833,0.0000,1.0000,0.147234,67.12,0.0000,1.0000,0.147234,66.86,1.0000,0.5901,0.2871,2944.67
246,4.1000,0.0000,1.0000,0.147232,67.10,0.0000,1.0000,0.147232,66.86,1.0000,0.5838,0.2868,2944.65
247,4.1167,0.0000,1.0000,0.147238,67.10,0.0000,1.0000,0.147238,66.86,1.0000,0.5776,0.2865,2944.75
248,4.1333,0.0000,1.0000,0.147251,67.10,0.0000,1.0000,0.147251,66.87,1.0000,0.5714,0.2862,2945.03
249,4.1500,0.0000,1.0000,0.147276,67.10,0.0000,1.0000,0.147276,66.87,1.0000,0.5654,0.2859,2945.52
250,4.1667,0.0000,1.0000,0.147313,67.10,0.0000,1.0000,0.147313,66.87,1.0000,0.5596,0.2857,2946.27
251,4.1833,0.0000,1.0000,0.147363,67.08,0.0000,1.0000,0.147363,66.88,1.0000,0.5539,0.2854,2947.27
252,4.2000,0.0000,1.0000,0.147425,67.06,0.0000,1.0000,0.147425,66.87,1.0000,0.5484,0.2852,2948.49
253,4.2167,0.0000,1.0000,0.147495,67.08,0.0000,1.0000,0.147495,66.88,1.0000,0.5431,0.2849,2949.91
254,4.2333,0.0000,1.0000,0.147573,67.10,0.0000,1.0000,0.147573,66.88,1.0000,0.5380,0.2847,2951.46
255,4.2500,0.0000,1.0000,0.147654,67.10,0.0000,1.0000,0.147654,66.88,1.0000,0.5329,0.2845,2953.07
256,4.2667,0.0000,1.0000,0.147734,67.10,0.0000,1.0000,0.147734,66.88,1.0000,0.5280,0.2843,2954.67
257,4.2833,0.0000,1.0000,0.147809,67.10,0.0000,1.0000,0.147809,66.87,1.0000,0.5231,0.2841,2956.17
258,4.3000,0.0000,1.0000,0.147873,67.12,0.0000,1.0000,0.147873,66.87,1.0000,0.5183,0.2838,2957.46
259,4.3167,0.0000,1.0000,0.147922,67.12,0.0000,1.0000,0.147922,66.87,1.0000,0.5134,0.2836,2958.43
260,4.3333,0.0000,1.0000,0.147949,67.10,0.0000,1.0000,0.147949,66.86,1.0000,0.5087,0.2834,2958.98
261,4.3500,0.0000,1.0000,0.147951,67.10,0.0000,1.0000,0.147951,66.86,1.0000,0.5040,0.2831,2959.03
262,4.3667,0.0000,1.0000,0.147929,67.08,0.0000,1.0000,0.147929,66.86,1.0000,0.4993,0.2829,2958.59
263,4.3833,0.0000,1.0000,0.147884,67.08,0.0000,1.0000,0.147884,66.86,1.0000,0.4948,0.2826,2957.69
264,4.4000,0.0000,1.0000,0.147821,67.10,0.0000,1.0000,0.147821,66.87,1.0000,0.4903,0.2823,2956.42
265,4.4167,0.0000,1.0000,0.147744,67.10,0.0000,1.0000,0.147744,66.86,1.0000,0.4860,0.2820,2954.88
266,4.4333,0.0000,1.0000,0.147657,67.10,0.0000,1.0000,0.147657,66.86,1.0000,0.4817,0.2817,2953.14
267,4.4500,0.0000,1.0000,0.147562,67.10,0.0000,1.0000,0.147562,66.86,1.0000,0.4775,0.2813,2951.24
268,4.4667,0.0000,1.0000,0.147459,67.08,0.0000,1.0000,0.147459,66.86,1.0000,0.4734,0.2810,2949.19
269,4.4833,0.0000,1.0000,0.147349,67.08,0.0000,1.0000,0.147349,66.86,1.0000,0.4694,0.2806,2946.98
270,4.5000,0.0000,1.0000,0.147230,67.10,0.0000,1.0000,0.147230,66.87,1.0000,0.4654,0.2802,2944.60
271,4.5167,0.0000,1.0000,0.147104,67.08,0.0000,1.0000,0.147104,66.87,1.0000,0.4617,0.2798,2942.08
272,4.5333,0.0000,1.0000,0.146970,67.08,0.0000,1.0000,0.146970,66.88,1.0000,0.4581,0.2795,2939.40
273,4.5500,0.0000,1.0000,0.146829,67.10,0.0000,1.0000,0.146829,66.88,1.0000,0.4546,0.2791,2936.58
274,4.5667,0.0000,1.0000,0.146682,67.10,0.0000,1.0000,0.146682,66.88,1.0000,0.4514,0.2787,2933.64
275,4.5833,0.0000,1.0000,0.146529,67.10,0.0000,1.0000,0.146529,66.88,1.0000,0.4483,0.2783,2930.59
276,4.6000,0.0000,1.0000,0.146374,67.10,0.0000,1.0000,0.146374,66.88,1.0000,0.4452,0.2780,2927.47
277,4.6167,0.0000,1.0000,0.146219,67.10,0.0000,1.0000,0.146219,66.88,1.0000,0.4423,0.2776,2924.38
278,4.6333,0.0000,1.0000,0.146069,67.10,0.0000,1.0000,0.146069,66.88,1.0000,0.4394,0.2773,2921.38
279,4.6500,0.0000,1.0000,0.145928,67.10,0.0000,1.0000,0.145928,66.87,1.0000,0.4365,0.2769,2918.56
280,4.6667,0.0000,1.0000,0.145800,67.12,0.0000,1.0000,0.145800,66.87,1.0000,0.4335,0.2766,2916.00
281,4.6833,0.0000,1.0000,0.145688,67.14,0.0000,1.0000,0.145688,66.87,1.0000,0.4306,0.2763,2913.77
282,4.7000,0.0000,1.0000,0.145594,67.14,0.0000,1.0000,0.145594,66.87,1.0000,0.4277,0.2760,2911.87
283,4.7167,0.0000,1.0000,0.145516,67.12,0.0000,1.0000,0.145516,66.86,1.0000,0.4249,0.2757,2910.33
284,4.7333,0.0000,1.0000,0.145455,67.10,0.0000,1.0000,0.145455,66.86,1.0000,0.4221,0.2754,2909.10
285,4.7500,0.0000,1.0000,0.145409,67.12,0.0000,1.0000,0.145409,66.87,1.0000,0.4194,0.2752,2908.19
286,4.7667,0.0000,1.0000,0.145380,67.12,0.0000,1.0000,0.145380,66.87,1.0000,0.4167,0.2749,2907.60
287,4.7833,0.0000,1.0000,0.145368,67.12,0.0000,1.0000,0.145368,66.87,1.0000,0.4141,0.2747,2907.35
288,4.8000,0.0000,1.0000,0.145372,67.12,0.0000,1.0000,0.145372,66.86,1.0000,0.4115,0.2745,2907.43
289,4.8167,0.0000,1.0000,0.145392,67.10,0.0000,1.0000,0.145392,66.88,1.0000,0.4090,0.2743,2907.83
290,4.8333,0.0000,1.0000,0.145428,67.10,0.0000,1.0000,0.145428,66.88,1.0000,0.4065,0.2741,2908.55
291,4.8500,0.0000,1.0000,0.145479,67.10,0.0000,1.0000,0.145479,66.88,1.0000,0.4041,0.2739,2909.58
292,4.8667,0.0000,1.0000,0.145546,67.10,0.0000,1.0000,0.145546,66.88,1.0000,0.4018,0.2738,2910.91
293,4.8833,0.0000,1.0000,0.145626,67.10,0.0000,1.0000,0.145626,66.88,1.0000,0.3996,0.2736,2912.52
294,4.9000,0.0000,1.0000,0.145719,67.08,0.0000,1.0000,0.145719,66.88,1.0000,0.3975,0.2734,2914.38
295,4.9167,0.0000,1.0000,0.145821,67.08,0.0000,1.0000,0.145821,66.88,1.0000,0.3955,0.2733,2916.42
296,4.9333,0.0000,1.0000,0.145930,67.08,0.0000,1.0000,0.145930,66.88,1.0000,0.3937,0.2731,2918.60
297,4.9500,0.0000,1.0000,0.146040,67.10,0.0000,1.0000,0.146040,66.88,1.0000,0.3919,0.2729,2920.80
298,4.9667,0.0000,1.0000,0.146146,67.10,0.0000,1.0000,0.146146,66.88,1.0000,0.3901,0.2728,2922.93
299,4.9833,0.0000,1.0000,0.146242,67.12,0.0000,1.0000,0.146242,66.88,1.0000,0.3884,0.2726,2924.83
300,5.0000,0.0000,1.0000,0.146319,67.12,0.0000,1.0000,0.146319,66.87,1.0000,0.3867,0.2724,2926.38
301,5.0167,0.0000,1.0000,0.146373,67.12,0.0000,1.0000,0.146373,66.87,1.0000,0.3850,0.2722,2927.47
302,5.0333,0.0000,1.0000,0.146400,67.10,0.0000,1.0000,0.146400,66.87,1.0000,0.3834,0.2721,2928.00
303,5.0500,0.0000,1.0000,0.146398,67.12,0.0000,1.0000,0.146398,66.86,1.0000,0.3817,0.2719,2927.97
304,5.0667,0.0000,1.0000,0.146370,67.10,0.0000,1.0000,0.146370,66.86,1.0000,0.3801,0.2716,2927.40
305,5.0833,0.0000,1.0000,0.146317,67.10,0.0000,1.0000,0.146317,66.86,1.0000,0.3785,0.2714,2926.33
306,5.1000,0.0000,1.0000,0.146243,67.10,0.0000,1.0000,0.146243,66.87,1.0000,0.3770,0.2712,2924.85
307,5.1167,0.0000,1.0000,0.146150,67.10,0.0000,1.0000,0.146150,66.86,1.0000,0.3755,0.2709,2923.01
308,5.1333,0.0000,1.0000,0.146041,67.10,0.0000,1.0000,0.146041,66.86,1.0000,0.3741,0.2707,2920.81
309,5.1500,0.0000,1.0000,0.145913,67.10,0.0000,1.0000,0.145913,66.85,1.0000,0.3727,0.2704,2918.26
310,5.1667,0.0000,1.0000,0.145766,67.08,0.0000,1.0000,0.145766,66.86,1.0000,0.3713,0.2701,2915.33
311,5.1833,0.0000,1.0000,0.145604,67.08,0.0000,1.0000,0.145604,66.86,1.0000,0.3699,0.2698,2912.07
312,5.2000,0.0000,1.0000,0.145430,67.08,0.0000,1.0000,0.145430,66.87,1.0000,0.3686,0.2695,2908.60
313,5.2167,0.0000,1.0000,0.145253,67.08,0.0000,1.0000,0.145253,66.87,1.0000,0.3674,0.2693,2905.05
314,5.2333,0.0000,1.0000,0.145072,67.06,0.0000,1.0000,0.145072,66.87,1.0000,0.3662,0.2690,2901.43
315,5.2500,0.0000,1.0000,0.144887,67.06,0.0000,1.0000,0.144887,66.88,1.0000,0.3651,0.2687,2897.73
316,5.2667,0.0000,1.0000,0.144698,67.04,0.0000,1.0000,0.144698,66.88,1.0000,0.3641,0.2685,2893.97
317,5.2833,0.0000,1.0000,0.144510,67.06,0.0000,1.0000,0.144510,66.88,1.0000,0.3631,0.2682,2890.21
318,5.3000,0.0000,1.0000,0.144327,67.08,0.0000,1.0000,0.144327,66.88,1.0000,0.3622,0.2680,2886.55
319,5.3167,0.0000,1.0000,0.144154,67.08,0.0000,1.0000,0.144154,66.88,1.0000,0.3614,0.2678,2883.08
320,5.3333,0.0000,1.0000,0.143994,67.08,0.0000,1.0000,0.143994,66.88,1.0000,0.3605,0.2676,2879.88
321,5.3500,0.0000,1.0000,0.143851,67.10,0.0000,1.0000,0.143851,66.87,1.0000,0.3596,0.2673,2877.02
322,5.3667,0.0000,1.0000,0.143727,67.12,0.0000,1.0000,0.143727,66.87,1.0000,0.3587,0.2672,2874.54
323,5.3833,0.0000,1.0000,0.143622,67.12,0.0000,1.0000,0.143622,66.87,1.0000,0.3578,0.2670,2872.44
324,5.4000,0.0000,1.0000,0.143537,67.12,0.0000,1.0000,0.143537,66.86,1.0000,0.3569,0.2668,2870.74
325,5.4167,0.0000,1.0000,0.143471,67.12,0.0000,1.0000,0.143471,66.86,1.0000,0.3561,0.2666,2869.42
326,5.4333,0.0000,1.0000,0.143423,67.12,0.0000,1.0000,0.143423,66.86,1.0000,0.3552,0.2665,2868.45
327,5.4500,0.0000,1.0000,0.143390,67.10,0.0000,1.0000,0.143390,66.86,1.0000,0.3544,0.2663,2867.79
328,5.4667,0.0000,1.0000,0.143371,67.10,0.0000,1.0000,0.143371,66.87,1.0000,0.3536,0.2662,2867.43
329,5.4833,0.0000,1.0000,0.143369,67.12,0.0000,1.0000,0.143369,66.87,1.0000,0.3529,0.2661,2867.37
330,5.5000,0.0000,1.0000,0.143380,67.12,0.0000,1.0000,0.143380,66.87,1.0000,0.3521,0.2660,2867.60
331,5.5167,0.0000,1.0000,0.143404,67.10,0.0000,1.0000,0.143404,66.87,1.0000,0.3514,0.2658,2868.09
332,5.5333,0.0000,1.0000,0.143441,67.08,0.0000,1.0000,0.143441,66.88,1.0000,0.3507,0.2657,2868.82
333,5.5500,0.0000,1.0000,0.143490,67.08,0.0000,1.0000,0.143490,66.88,1.0000,0.3500,0.2656,2869.79
334,5.5667,0.0000,1.0000,0.143550,67.08,0.0000,1.0000,0.143550,66.88,1.0000,0.3493,0.2655,2871.00
335,5.5833,0.0000,1.0000,0.143621,67.08,0.0000,1.0000,0.143621,66.88,1.0000,0.3487,0.2654,2872.41
336,5.6000,0.0000,1.0000,0.143700,67.08,0.0000,1.0000,0.143700,66.88,1.0000,0.3481,0.2653,2874.01
337,5.6167,0.0000,1.0000,0.143787,67.04,0.0000,1.0000,0.143787,66.87,1.0000,0.3475,0.2652,2875.74
338,5.6333,0.0000,1.0000,0.143878,67.06,0.0000,1.0000,0.143878,66.88,1.0000,0.3470,0.2651,2877.56
339,5.6500,0.0000,1.0000,0.143971,67.06,0.0000,1.0000,0.143971,66.88,1.0000,0.3465,0.2651,2879.42
340,5.6667,0.0000,1.0000,0.144062,67.08,0.0000,1.0000,0.144062,66.88,1.0000,0.3461,0.2650,2881.24
341,5.6833,0.0000,1.0000,0.144147,67.12,0.0000,1.0000,0.144147,66.87,1.0000,0.3456,0.2649,2882.95
342,5.7000,0.0000,1.0000,0.144223,67.12,0.0000,1.0000,0.144223,66.86,1.0000,0.3451,0.2648,2884.46
343,5.7167,0.0000,1.0000,0.144283,67.12,0.0000,1.0000,0.144283,66.86,1.0000,0.3446,0.2647,2885.67
344,5.7333,0.0000,1.0000,0.144325,67.12,0.0000,1.0000,0.144325,66.87,1.0000,0.3441,0.2646,2886.49
345,5.7500,0.0000,1.0000,0.144344,67.10,0.0000,1.0000,0.144344,66.86,1.0000,0.3436,0.2646,2886.88
346,5.7667,0.0000,1.0000,0.144340,67.12,0.0000,1.0000,0.144340,66.86,1.0000,0.3431,0.2645,2886.80
347,5.7833,0.0000,1.0000,0.144314,67.10,0.0000,1.0000,0.144314,66.86,1.0000,0.3426,0.2644,2886.29
348,5.8000,0.0000,1.0000,0.144269,67.10,0.0000,1.0000,0.144269,66.86,1.0000,0.3422,0.2643,2885.39
349,5.8167,0.0000,1.0000,0.144208,67.10,0.0000,1.0000,0.144208,66.86,1.0000,0.3418,0.2642,2884.15
350,5.8333,0.0000,1.0000,0.144131,67.08,0.0000,1.0000,0.144131,66.86,1.0000,0.3414,0.2640,2882.62
351,5.8500,0.0000,1.0000,0.144041,67.08,0.0000,1.0000,0.144041,66.86,1.0000,0.3410,0.2639,2880.82
352,5.8667,0.0000,1.0000,0.143937,67.10,0.0000,1.0000,0.143937,66.86,1.0000,0.3407,0.2638,2878.73
353,5.8833,0.0000,1.0000,0.143818,67.06,0.0000,1.0000,0.143818,66.85,1.0000,0.3404,0.2637,2876.36
354,5.9000,0.0000,1.0000,0.143686,67.06,0.0000,1.0000,0.143686,66.86,1.0000,0.3401,0.2636,2873.72
355,5.9167,0.0000,1.0000,0.143545,67.06,0.0000,1.0000,0.143545,66.86,1.0000,0.3398,0.2634,2870.90
356,5.9333,0.0000,1.0000,0.143398,67.06,0.0000,1.0000,0.143398,66.87,1.0000,0.3395,0.2633,2867.96
357,5.9500,0.0000,1.0000,0.143245,67.04,0.0000,1.0000,0.143245,66.87,1.0000,0.3392,0.2632,2864.90
358,5.9667,0.0000,1.0000,0.143087,67.04,0.0000,1.0000,0.143087,66.86,1.0000,0.3390,0.2630,2861.73
359,5.9833,0.0000,1.0000,0.142923,67.02,0.0000,1.0000,0.142923,66.86,1.0000,0.3388,0.2629,2858.46
360,6.0000,0.0000,1.0000,0.142756,67.02,0.0000,1.0000,0.142756,66.87,1.0000,0.3387,0.2628,2855.12
361,6.0167,0.0000,1.0000,0.142591,67.04,0.0000,1.0000,0.142591,66.87,1.0000,0.3385,0.2627,2851.81
362,6.0333,0.0000,1.0000,0.142431,67.06,0.0000,1.0000,0.142431,66.87,1.0000,0.3383,0.2626,2848.61
363,6.0500,0.0000,1.0000,0.142280,67.10,0.0000,1.0000,0.142280,66.86,1.0000,0.3382,0.2625,2845.61
364,6.0667,0.0000,1.0000,0.142144,67.10,0.0000,1.0000,0.142144,66.86,1.0000,0.3380,0.2625,2842.87
365,6.0833,0.0000,1.0000,0.142023,67.08,0.0000,1.0000,0.142023,66.87,1.0000,0.3377,0.2624,2840.46
366,6.1000,0.0000,1.0000,0.141920,67.10,0.0000,1.0000,0.141920,66.87,1.0000,0.3375,0.2624,2838.40
367,6.1167,0.0000,1.0000,0.141835,67.10,0.0000,1.0000,0.141835,66.86,1.0000,0.3373,0.2623,2836.71
368,6.1333,0.0000,1.0000,0.141769,67.10,0.0000,1.0000,0.141769,66.86,1.0000,0.3371,0.2623,2835.37
369,6.1500,0.0000,1.0000,0.141719,67.10,0.0000,1.0000,0.141719,66.86,1.0000,0.3369,0.2622,2834.38
370,6.1667,0.0000,1.0000,0.141685,67.10,0.0000,1.0000,0.141685,66.86,1.0000,0.3367,0.2622,2833.69
371,6.1833,0.0000,1.0000,0.141666,67.10,0.0000,1.0000,0.141666,66.86,1.0000,0.3366,0.2622,2833.32
372,6.2000,0.0000,1.0000,0.141661,67.10,0.0000,1.0000,0.141661,66.87,1.0000,0.3364,0.2622,2833.23
373,6.2167,0.0000,1.0000,0.141668,67.06,0.0000,1.0000,0.141668,66.87,1.0000,0.3363,0.2622,2833.37
374,6.2333,0.0000,1.0000,0.141686,67.08,0.0000,1.0000,0.141686,66.86,1.0000,0.3362,0.2622,2833.71
375,6.2500,0.0000,1.0000,0.141712,67.08,0.0000,1.0000,0.141712,66.86,1.0000,0.3361,0.2622,2834.24
376,6.2667,0.0000,1.0000,0.141747,67.08,0.0000,1.0000,0.141747,66.87,1.0000,0.3361,0.2622,2834.95
377,6.2833,0.0000,1.0000,0.141792,67.08,0.0000,1.0000,0.141792,66.88,1.0000,0.3360,0.2623,2835.83
378,6.3000,0.0000,1.0000,0.141844,67.06,0.0000,1.0000,0.141844,66.86,1.0000,0.3359,0.2623,2836.88
379,6.3167,0.0000,1.0000,0.141904,67.04,0.0000,1.0000,0.141904,66.86,1.0000,0.3359,0.2623,2838.08
380,6.3333,0.0000,1.0000,0.141970,67.04,0.0000,1.0000,0.141970,66.86,1.0000,0.3359,0.2624,2839.41
381,6.3500,0.0000,1.0000,0.142040,67.04,0.0000,1.0000,0.142040,66.86,1.0000,0.3359,0.2624,2840.81
382,6.3667,0.0000,1.0000,0.142112,67.06,0.0000,1.0000,0.142112,66.87,1.0000,0.3359,0.2624,2842.24
383,6.3833,0.0000,1.0000,0.142183,67.08,0.0000,1.0000,0.142183,66.87,1.0000,0.3359,0.2625,2843.66
384,6.4000,0.0000,1.0000,0.142250,67.10,0.0000,1.0000,0.142250,66.86,1.0000,0.3360,0.2625,2845.00
385,6.4167,0.0000,1.0000,0.142310,67.12,0.0000,1.0000,0.142310,66.86,1.0000,0.3360,0.2626,2846.21
386,6.4333,0.0000,1.0000,0.142360,67.12,0.0000,1.0000,0.142360,66.86,1.0000,0.3360,0.2626,2847.20
387,6.4500,0.0000,1.0000,0.142396,67.12,0.0000,1.0000,0.142396,66.86,1.0000,0.3359,0.2627,2847.92
388,6.4667,0.0000,1.0000,0.142416,67.10,0.0000,1.0000,0.142416,66.86,1.0000,0.3359,0.2627,2848.33
389,6.4833,0.0000,1.0000,0.142420,67.12,0.0000,1.0000,0.142420,66.86,1.0000,0.3359,0.2628,2848.40
390,6.5000,0.0000,1.0000,0.142407,67.12,0.0000,1.0000,0.142407,66.86,1.0000,0.3358,0.2629,2848.14
391,6.5167,0.0000,1.0000,0.142379,67.10,0.0000,1.0000,0.142379,66.86,1.0000,0.3358,0.2629,2847.58
392,6.5333,0.0000,1.0000,0.142338,67.10,0.0000,1.0000,0.142338,66.86,1.0000,0.3358,0.2630,2846.76
393,6.5500,0.0000,1.0000,0.142286,67.10,0.0000,1.0000,0.142286,66.86,1.0000,0.3359,0.2630,2845.72
394,6.5667,0.0000,1.0000,0.142226,67.10,0.0000,1.0000,0.142226,66.86,1.0000,0.3359,0.2631,2844.51
395,6.5833,0.0000,1.0000,0.142159,67.08,0.0000,1.0000,0.142159,66.86,1.0000,0.3359,0.2631,2843.18
396,6.6000,0.0000,1.0000,0.142088,67.06,0.0000,1.0000,0.142088,66.86,1.0000,0.3360,0.2632,2841.75
397,6.6167,0.0000,1.0000,0.142012,67.06,0.0000,1.0000,0.142012,66.86,1.0000,0.3360,0.2633,2840.25
398,6.6333,0.0000,1.0000,0.141933,67.04,0.0000,1.0000,0.141933,66.86,1.0000,0.3361,0.2633,2838.66
399,6.6500,0.0000,1.0000,0.141850,67.04,0.0000,1.0000,0.141850,66.86,1.0000,0.3362,0.2634,2837.00
400,6.6667,0.0000,1.0000,0.141763,67.04,0.0000,1.0000,0.141763,66.86,1.0000,0.3363,0.2635,2835.26
401,6.6833,0.0000,1.0000,0.141672,67.04,0.0000,1.0000,0.141672,66.86,1.0000,0.3364,0.2636,2833.45
402,6.7000,0.0000,1.0000,0.141578,67.04,0.0000,1.0000,0.141578,66.86,1.0000,0.3365,0.2637,2831.55
403,6.7167,0.0000,1.0000,0.141479,67.04,0.0000,1.0000,0.141479,66.86,1.0000,0.3366,0.2638,2829.59
404,6.7333,0.0000,1.0000,0.141379,67.04,0.0000,1.0000,0.141379,66.86,1.0000,0.3367,0.2639,2827.58
405,6.7500,0.0000,1.0000,0.141277,67.08,0.0000,1.0000,0.141277,66.86,1.0000,0.3369,0.2640,2825.55
406,6.7667,0.0000,1.0000,0.141176,67.08,0.0000,1.0000,0.141176,66.86,1.0000,0.3370,0.2641,2823.53
407,6.7833,0.0000,1.0000,0.141079,67.10,0.0000,1.0000,0.141079,66.86,1.0000,0.3371,0.2642,2821.58
408,6.8000,0.0000,1.0000,0.140987,67.10,0.0000,1.0000,0.140987,66.87,1.0000,0.3372,0.2643,2819.74
409,6.8167,0.0000,1.0000,0.140903,67.10,0.0000,1.0000,0.140903,66.86,1.0000,0.3373,0.2644,2818.07
410,6.8333,0.0000,1.0000,0.140829,67.10,0.0000,1.0000,0.140829,66.86,1.0000,0.3374,0.2645,2816.58
411,6.8500,0.0000,1.0000,0.140765,67.10,0.0000,1.0000,0.140765,66.86,1.0000,0.3374,0.2646,2815.30
412,6.8667,0.0000,1.0000,0.140711,67.08,0.0000,1.0000,0.140711,66.86,1.0000,0.3375,0.2647,2814.23
413,6.8833,0.0000,1.0000,0.140668,67.08,0.0000,1.0000,0.140668,66.86,1.0000,0.3376,0.2647,2813.36
414,6.9000,0.0000,1.0000,0.140635,67.10,0.0000,1.0000,0.140635,66.86,1.0000,0.3377,0.2648,2812.69
415,6.9167,0.0000,1.0000,0.140611,67.08,0.0000,1.0000,0.140611,66.86,1.0000,0.3378,0.2649,2812.22
416,6.9333,0.0000,1.0000,0.140596,67.08,0.0000,1.0000,0.140596,66.87,1.0000,0.3379,0.2650,2811.91
417,6.9500,0.0000,1.0000,0.140587,67.08,0.0000,1.0000,0.140587,66.86,1.0000,0.3380,0.2651,2811.74
418,6.9667,0.0000,1.0000,0.140585,67.06,0.0000,1.0000,0.140585,66.87,1.0000,0.3381,0.2651,2811.69
419,6.9833,0.0000,1.0000,0.140589,67.06,0.0000,1.0000,0.140589,66.87,1.0000,0.3382,0.2652,2811.78
